Emotion,File_Path
happy,Dataset/RAVDESS_Demo\Actor_04\03-01-03-02-01-02-04.wav
happy,Dataset/RAVDESS_Demo\Actor_04\03-01-03-02-02-01-04.wav
happy,Dataset/RAVDESS_Demo\Actor_04\03-01-03-02-02-02-04.wav
sad,Dataset/RAVDESS_Demo\Actor_04\03-01-04-01-01-01-04.wav
sad,Dataset/RAVDESS_Demo\Actor_04\03-01-04-01-01-02-04.wav
sad,Dataset/RAVDESS_Demo\Actor_04\03-01-04-01-02-01-04.wav
sad,Dataset/RAVDESS_Demo\Actor_04\03-01-04-01-02-02-04.wav
sad,Dataset/RAVDESS_Demo\Actor_04\03-01-04-02-01-01-04.wav
sad,Dataset/RAVDESS_Demo\Actor_04\03-01-04-02-01-02-04.wav
sad,Dataset/RAVDESS_Demo\Actor_04\03-01-04-02-02-01-04.wav
sad,Dataset/RAVDESS_Demo\Actor_04\03-01-04-02-02-02-04.wav
angry,Dataset/RAVDESS_Demo\Actor_04\03-01-05-01-01-01-04.wav
angry,Dataset/RAVDESS_Demo\Actor_04\03-01-05-01-01-02-04.wav
angry,Dataset/RAVDESS_Demo\Actor_04\03-01-05-01-02-01-04.wav
angry,Dataset/RAVDESS_Demo\Actor_04\03-01-05-01-02-02-04.wav
angry,Dataset/RAVDESS_Demo\Actor_04\03-01-05-02-01-01-04.wav
angry,Dataset/RAVDESS_Demo\Actor_04\03-01-05-02-01-02-04.wav
angry,Dataset/RAVDESS_Demo\Actor_04\03-01-05-02-02-01-04.wav
angry,Dataset/RAVDESS_Demo\Actor_04\03-01-05-02-02-02-04.wav
fear,Dataset/RAVDESS_Demo\Actor_04\03-01-06-01-01-01-04.wav
fear,Dataset/RAVDESS_Demo\Actor_04\03-01-06-01-01-02-04.wav
fear,Dataset/RAVDESS_Demo\Actor_04\03-01-06-01-02-01-04.wav
fear,Dataset/RAVDESS_Demo\Actor_04\03-01-06-01-02-02-04.wav
fear,Dataset/RAVDESS_Demo\Actor_04\03-01-06-02-01-01-04.wav
fear,Dataset/RAVDESS_Demo\Actor_04\03-01-06-02-01-02-04.wav
fear,Dataset/RAVDESS_Demo\Actor_04\03-01-06-02-02-01-04.wav
fear,Dataset/RAVDESS_Demo\Actor_04\03-01-06-02-02-02-04.wav
disgust,Dataset/RAVDESS_Demo\Actor_04\03-01-07-01-01-01-04.wav
disgust,Dataset/RAVDESS_Demo\Actor_04\03-01-07-01-01-02-04.wav
disgust,Dataset/RAVDESS_Demo\Actor_04\03-01-07-01-02-01-04.wav
disgust,Dataset/RAVDESS_Demo\Actor_04\03-01-07-01-02-02-04.wav
disgust,Dataset/RAVDESS_Demo\Actor_04\03-01-07-02-01-01-04.wav
disgust,Dataset/RAVDESS_Demo\Actor_04\03-01-07-02-01-02-04.wav
disgust,Dataset/RAVDESS_Demo\Actor_04\03-01-07-02-02-01-04.wav
disgust,Dataset/RAVDESS_Demo\Actor_04\03-01-07-02-02-02-04.wav
surprise,Dataset/RAVDESS_Demo\Actor_04\03-01-08-01-01-01-04.wav
surprise,Dataset/RAVDESS_Demo\Actor_04\03-01-08-01-01-02-04.wav
surprise,Dataset/RAVDESS_Demo\Actor_04\03-01-08-01-02-01-04.wav
surprise,Dataset/RAVDESS_Demo\Actor_04\03-01-08-01-02-02-04.wav
surprise,Dataset/RAVDESS_Demo\Actor_04\03-01-08-02-01-01-04.wav
surprise,Dataset/RAVDESS_Demo\Actor_04\03-01-08-02-01-02-04.wav
surprise,Dataset/RAVDESS_Demo\Actor_04\03-01-08-02-02-01-04.wav
surprise,Dataset/RAVDESS_Demo\Actor_04\03-01-08-02-02-02-04.wav
neutral,Dataset/RAVDESS_Demo\Actor_04\03-02-01-01-01-01-04.wav
neutral,Dataset/RAVDESS_Demo\Actor_04\03-02-01-01-01-02-04.wav
neutral,Dataset/RAVDESS_Demo\Actor_04\03-02-01-01-02-01-04.wav
neutral,Dataset/RAVDESS_Demo\Actor_04\03-02-01-01-02-02-04.wav
neutral,Dataset/RAVDESS_Demo\Actor_04\03-02-02-01-01-01-04.wav
neutral,Dataset/RAVDESS_Demo\Actor_04\03-02-02-01-01-02-04.wav
neutral,Dataset/RAVDESS_Demo\Actor_04\03-02-02-01-02-01-04.wav
neutral,Dataset/RAVDESS_Demo\Actor_04\03-02-02-01-02-02-04.wav
neutral,Dataset/RAVDESS_Demo\Actor_04\03-02-02-02-01-01-04.wav
neutral,Dataset/RAVDESS_Demo\Actor_04\03-02-02-02-01-02-04.wav
neutral,Dataset/RAVDESS_Demo\Actor_04\03-02-02-02-02-01-04.wav
neutral,Dataset/RAVDESS_Demo\Actor_04\03-02-02-02-02-02-04.wav
happy,Dataset/RAVDESS_Demo\Actor_04\03-02-03-01-01-01-04.wav
happy,Dataset/RAVDESS_Demo\Actor_04\03-02-03-01-01-02-04.wav
happy,Dataset/RAVDESS_Demo\Actor_04\03-02-03-01-02-01-04.wav
happy,Dataset/RAVDESS_Demo\Actor_04\03-02-03-01-02-02-04.wav
happy,Dataset/RAVDESS_Demo\Actor_04\03-02-03-02-01-01-04.wav
happy,Dataset/RAVDESS_Demo\Actor_04\03-02-03-02-01-02-04.wav
happy,Dataset/RAVDESS_Demo\Actor_04\03-02-03-02-02-01-04.wav
happy,Dataset/RAVDESS_Demo\Actor_04\03-02-03-02-02-02-04.wav
sad,Dataset/RAVDESS_Demo\Actor_04\03-02-04-01-01-01-04.wav
sad,Dataset/RAVDESS_Demo\Actor_04\03-02-04-01-01-02-04.wav
sad,Dataset/RAVDESS_Demo\Actor_04\03-02-04-01-02-01-04.wav
sad,Dataset/RAVDESS_Demo\Actor_04\03-02-04-01-02-02-04.wav
sad,Dataset/RAVDESS_Demo\Actor_04\03-02-04-02-01-01-04.wav
sad,Dataset/RAVDESS_Demo\Actor_04\03-02-04-02-01-02-04.wav
sad,Dataset/RAVDESS_Demo\Actor_04\03-02-04-02-02-01-04.wav
sad,Dataset/RAVDESS_Demo\Actor_04\03-02-04-02-02-02-04.wav
angry,Dataset/RAVDESS_Demo\Actor_04\03-02-05-01-01-01-04.wav
angry,Dataset/RAVDESS_Demo\Actor_04\03-02-05-01-01-02-04.wav
angry,Dataset/RAVDESS_Demo\Actor_04\03-02-05-01-02-01-04.wav
angry,Dataset/RAVDESS_Demo\Actor_04\03-02-05-01-02-02-04.wav
angry,Dataset/RAVDESS_Demo\Actor_04\03-02-05-02-01-01-04.wav
angry,Dataset/RAVDESS_Demo\Actor_04\03-02-05-02-01-02-04.wav
angry,Dataset/RAVDESS_Demo\Actor_04\03-02-05-02-02-01-04.wav
angry,Dataset/RAVDESS_Demo\Actor_04\03-02-05-02-02-02-04.wav
fear,Dataset/RAVDESS_Demo\Actor_04\03-02-06-01-01-01-04.wav
fear,Dataset/RAVDESS_Demo\Actor_04\03-02-06-01-01-02-04.wav
fear,Dataset/RAVDESS_Demo\Actor_04\03-02-06-01-02-01-04.wav
fear,Dataset/RAVDESS_Demo\Actor_04\03-02-06-01-02-02-04.wav
fear,Dataset/RAVDESS_Demo\Actor_04\03-02-06-02-01-01-04.wav
fear,Dataset/RAVDESS_Demo\Actor_04\03-02-06-02-01-02-04.wav
fear,Dataset/RAVDESS_Demo\Actor_04\03-02-06-02-02-01-04.wav
fear,Dataset/RAVDESS_Demo\Actor_04\03-02-06-02-02-02-04.wav
neutral,Dataset/RAVDESS_Demo\Actor_05\03-01-01-01-01-01-05.wav
neutral,Dataset/RAVDESS_Demo\Actor_05\03-01-01-01-01-02-05.wav
neutral,Dataset/RAVDESS_Demo\Actor_05\03-01-01-01-02-01-05.wav
neutral,Dataset/RAVDESS_Demo\Actor_05\03-01-01-01-02-02-05.wav
neutral,Dataset/RAVDESS_Demo\Actor_05\03-01-02-01-01-01-05.wav
neutral,Dataset/RAVDESS_Demo\Actor_05\03-01-02-01-01-02-05.wav
neutral,Dataset/RAVDESS_Demo\Actor_05\03-01-02-01-02-01-05.wav
neutral,Dataset/RAVDESS_Demo\Actor_05\03-01-02-01-02-02-05.wav
neutral,Dataset/RAVDESS_Demo\Actor_05\03-01-02-02-01-01-05.wav
neutral,Dataset/RAVDESS_Demo\Actor_05\03-01-02-02-01-02-05.wav
neutral,Dataset/RAVDESS_Demo\Actor_05\03-01-02-02-02-01-05.wav
neutral,Dataset/RAVDESS_Demo\Actor_05\03-01-02-02-02-02-05.wav
happy,Dataset/RAVDESS_Demo\Actor_05\03-01-03-01-01-01-05.wav
happy,Dataset/RAVDESS_Demo\Actor_05\03-01-03-01-01-02-05.wav
happy,Dataset/RAVDESS_Demo\Actor_05\03-01-03-01-02-01-05.wav
happy,Dataset/RAVDESS_Demo\Actor_05\03-01-03-01-02-02-05.wav
happy,Dataset/RAVDESS_Demo\Actor_05\03-01-03-02-01-01-05.wav
happy,Dataset/RAVDESS_Demo\Actor_05\03-01-03-02-01-02-05.wav
happy,Dataset/RAVDESS_Demo\Actor_05\03-01-03-02-02-01-05.wav
happy,Dataset/RAVDESS_Demo\Actor_05\03-01-03-02-02-02-05.wav
sad,Dataset/RAVDESS_Demo\Actor_05\03-01-04-01-01-01-05.wav
sad,Dataset/RAVDESS_Demo\Actor_05\03-01-04-01-01-02-05.wav
sad,Dataset/RAVDESS_Demo\Actor_05\03-01-04-01-02-01-05.wav
sad,Dataset/RAVDESS_Demo\Actor_05\03-01-04-01-02-02-05.wav
sad,Dataset/RAVDESS_Demo\Actor_05\03-01-04-02-01-01-05.wav
sad,Dataset/RAVDESS_Demo\Actor_05\03-01-04-02-01-02-05.wav
sad,Dataset/RAVDESS_Demo\Actor_05\03-01-04-02-02-01-05.wav
sad,Dataset/RAVDESS_Demo\Actor_05\03-01-04-02-02-02-05.wav
angry,Dataset/RAVDESS_Demo\Actor_05\03-01-05-01-01-01-05.wav
angry,Dataset/RAVDESS_Demo\Actor_05\03-01-05-01-01-02-05.wav
angry,Dataset/RAVDESS_Demo\Actor_05\03-01-05-01-02-01-05.wav
angry,Dataset/RAVDESS_Demo\Actor_05\03-01-05-01-02-02-05.wav
angry,Dataset/RAVDESS_Demo\Actor_05\03-01-05-02-01-01-05.wav
angry,Dataset/RAVDESS_Demo\Actor_05\03-01-05-02-01-02-05.wav
angry,Dataset/RAVDESS_Demo\Actor_05\03-01-05-02-02-01-05.wav
angry,Dataset/RAVDESS_Demo\Actor_05\03-01-05-02-02-02-05.wav
fear,Dataset/RAVDESS_Demo\Actor_05\03-01-06-01-01-01-05.wav
fear,Dataset/RAVDESS_Demo\Actor_05\03-01-06-01-01-02-05.wav
fear,Dataset/RAVDESS_Demo\Actor_05\03-01-06-01-02-01-05.wav
fear,Dataset/RAVDESS_Demo\Actor_05\03-01-06-01-02-02-05.wav
fear,Dataset/RAVDESS_Demo\Actor_05\03-01-06-02-01-01-05.wav
fear,Dataset/RAVDESS_Demo\Actor_05\03-01-06-02-01-02-05.wav
fear,Dataset/RAVDESS_Demo\Actor_05\03-01-06-02-02-01-05.wav
fear,Dataset/RAVDESS_Demo\Actor_05\03-01-06-02-02-02-05.wav
disgust,Dataset/RAVDESS_Demo\Actor_05\03-01-07-01-01-01-05.wav
disgust,Dataset/RAVDESS_Demo\Actor_05\03-01-07-01-01-02-05.wav
disgust,Dataset/RAVDESS_Demo\Actor_05\03-01-07-01-02-01-05.wav
disgust,Dataset/RAVDESS_Demo\Actor_05\03-01-07-01-02-02-05.wav
disgust,Dataset/RAVDESS_Demo\Actor_05\03-01-07-02-01-01-05.wav
disgust,Dataset/RAVDESS_Demo\Actor_05\03-01-07-02-01-02-05.wav
disgust,Dataset/RAVDESS_Demo\Actor_05\03-01-07-02-02-01-05.wav
disgust,Dataset/RAVDESS_Demo\Actor_05\03-01-07-02-02-02-05.wav
surprise,Dataset/RAVDESS_Demo\Actor_05\03-01-08-01-01-01-05.wav
surprise,Dataset/RAVDESS_Demo\Actor_05\03-01-08-01-01-02-05.wav
surprise,Dataset/RAVDESS_Demo\Actor_05\03-01-08-01-02-01-05.wav
surprise,Dataset/RAVDESS_Demo\Actor_05\03-01-08-01-02-02-05.wav
surprise,Dataset/RAVDESS_Demo\Actor_05\03-01-08-02-01-01-05.wav
surprise,Dataset/RAVDESS_Demo\Actor_05\03-01-08-02-01-02-05.wav
surprise,Dataset/RAVDESS_Demo\Actor_05\03-01-08-02-02-01-05.wav
surprise,Dataset/RAVDESS_Demo\Actor_05\03-01-08-02-02-02-05.wav
neutral,Dataset/RAVDESS_Demo\Actor_05\03-02-01-01-01-01-05.wav
neutral,Dataset/RAVDESS_Demo\Actor_05\03-02-01-01-01-02-05.wav
neutral,Dataset/RAVDESS_Demo\Actor_05\03-02-01-01-02-01-05.wav
neutral,Dataset/RAVDESS_Demo\Actor_05\03-02-01-01-02-02-05.wav
neutral,Dataset/RAVDESS_Demo\Actor_05\03-02-02-01-01-01-05.wav
neutral,Dataset/RAVDESS_Demo\Actor_05\03-02-02-01-01-02-05.wav
neutral,Dataset/RAVDESS_Demo\Actor_05\03-02-02-01-02-01-05.wav
neutral,Dataset/RAVDESS_Demo\Actor_05\03-02-02-01-02-02-05.wav
neutral,Dataset/RAVDESS_Demo\Actor_05\03-02-02-02-01-01-05.wav
neutral,Dataset/RAVDESS_Demo\Actor_05\03-02-02-02-01-02-05.wav
neutral,Dataset/RAVDESS_Demo\Actor_05\03-02-02-02-02-01-05.wav
neutral,Dataset/RAVDESS_Demo\Actor_05\03-02-02-02-02-02-05.wav
happy,Dataset/RAVDESS_Demo\Actor_05\03-02-03-01-01-01-05.wav
happy,Dataset/RAVDESS_Demo\Actor_05\03-02-03-01-01-02-05.wav
happy,Dataset/RAVDESS_Demo\Actor_05\03-02-03-01-02-01-05.wav
happy,Dataset/RAVDESS_Demo\Actor_05\03-02-03-01-02-02-05.wav
happy,Dataset/RAVDESS_Demo\Actor_05\03-02-03-02-01-01-05.wav
happy,Dataset/RAVDESS_Demo\Actor_05\03-02-03-02-01-02-05.wav
happy,Dataset/RAVDESS_Demo\Actor_05\03-02-03-02-02-01-05.wav
happy,Dataset/RAVDESS_Demo\Actor_05\03-02-03-02-02-02-05.wav
sad,Dataset/RAVDESS_Demo\Actor_05\03-02-04-01-01-01-05.wav
sad,Dataset/RAVDESS_Demo\Actor_05\03-02-04-01-01-02-05.wav
sad,Dataset/RAVDESS_Demo\Actor_05\03-02-04-01-02-01-05.wav
sad,Dataset/RAVDESS_Demo\Actor_05\03-02-04-01-02-02-05.wav
sad,Dataset/RAVDESS_Demo\Actor_05\03-02-04-02-01-01-05.wav
sad,Dataset/RAVDESS_Demo\Actor_05\03-02-04-02-01-02-05.wav
sad,Dataset/RAVDESS_Demo\Actor_05\03-02-04-02-02-01-05.wav
sad,Dataset/RAVDESS_Demo\Actor_05\03-02-04-02-02-02-05.wav
angry,Dataset/RAVDESS_Demo\Actor_05\03-02-05-01-01-01-05.wav
angry,Dataset/RAVDESS_Demo\Actor_05\03-02-05-01-01-02-05.wav
angry,Dataset/RAVDESS_Demo\Actor_05\03-02-05-01-02-01-05.wav
angry,Dataset/RAVDESS_Demo\Actor_05\03-02-05-01-02-02-05.wav
angry,Dataset/RAVDESS_Demo\Actor_05\03-02-05-02-01-01-05.wav
angry,Dataset/RAVDESS_Demo\Actor_05\03-02-05-02-01-02-05.wav
angry,Dataset/RAVDESS_Demo\Actor_05\03-02-05-02-02-01-05.wav
angry,Dataset/RAVDESS_Demo\Actor_05\03-02-05-02-02-02-05.wav
fear,Dataset/RAVDESS_Demo\Actor_05\03-02-06-01-01-01-05.wav
fear,Dataset/RAVDESS_Demo\Actor_05\03-02-06-01-01-02-05.wav
fear,Dataset/RAVDESS_Demo\Actor_05\03-02-06-01-02-01-05.wav
fear,Dataset/RAVDESS_Demo\Actor_05\03-02-06-01-02-02-05.wav
fear,Dataset/RAVDESS_Demo\Actor_05\03-02-06-02-01-01-05.wav
fear,Dataset/RAVDESS_Demo\Actor_05\03-02-06-02-01-02-05.wav
fear,Dataset/RAVDESS_Demo\Actor_05\03-02-06-02-02-01-05.wav
fear,Dataset/RAVDESS_Demo\Actor_05\03-02-06-02-02-02-05.wav
neutral,Dataset/RAVDESS_Demo\Actor_06\03-01-01-01-01-01-06.wav
neutral,Dataset/RAVDESS_Demo\Actor_06\03-01-01-01-01-02-06.wav
neutral,Dataset/RAVDESS_Demo\Actor_06\03-01-01-01-02-01-06.wav
neutral,Dataset/RAVDESS_Demo\Actor_06\03-01-01-01-02-02-06.wav
neutral,Dataset/RAVDESS_Demo\Actor_06\03-01-02-01-01-01-06.wav
neutral,Dataset/RAVDESS_Demo\Actor_06\03-01-02-01-01-02-06.wav
neutral,Dataset/RAVDESS_Demo\Actor_06\03-01-02-01-02-01-06.wav
neutral,Dataset/RAVDESS_Demo\Actor_06\03-01-02-01-02-02-06.wav
neutral,Dataset/RAVDESS_Demo\Actor_06\03-01-02-02-01-01-06.wav
neutral,Dataset/RAVDESS_Demo\Actor_06\03-01-02-02-01-02-06.wav
neutral,Dataset/RAVDESS_Demo\Actor_06\03-01-02-02-02-01-06.wav
neutral,Dataset/RAVDESS_Demo\Actor_06\03-01-02-02-02-02-06.wav
happy,Dataset/RAVDESS_Demo\Actor_06\03-01-03-01-01-01-06.wav
happy,Dataset/RAVDESS_Demo\Actor_06\03-01-03-01-01-02-06.wav
happy,Dataset/RAVDESS_Demo\Actor_06\03-01-03-01-02-01-06.wav
happy,Dataset/RAVDESS_Demo\Actor_06\03-01-03-01-02-02-06.wav
happy,Dataset/RAVDESS_Demo\Actor_06\03-01-03-02-01-01-06.wav
happy,Dataset/RAVDESS_Demo\Actor_06\03-01-03-02-01-02-06.wav
happy,Dataset/RAVDESS_Demo\Actor_06\03-01-03-02-02-01-06.wav
happy,Dataset/RAVDESS_Demo\Actor_06\03-01-03-02-02-02-06.wav
sad,Dataset/RAVDESS_Demo\Actor_06\03-01-04-01-01-01-06.wav
sad,Dataset/RAVDESS_Demo\Actor_06\03-01-04-01-01-02-06.wav
sad,Dataset/RAVDESS_Demo\Actor_06\03-01-04-01-02-01-06.wav
sad,Dataset/RAVDESS_Demo\Actor_06\03-01-04-01-02-02-06.wav
sad,Dataset/RAVDESS_Demo\Actor_06\03-01-04-02-01-01-06.wav
sad,Dataset/RAVDESS_Demo\Actor_06\03-01-04-02-01-02-06.wav
sad,Dataset/RAVDESS_Demo\Actor_06\03-01-04-02-02-01-06.wav
sad,Dataset/RAVDESS_Demo\Actor_06\03-01-04-02-02-02-06.wav
angry,Dataset/RAVDESS_Demo\Actor_06\03-01-05-01-01-01-06.wav
angry,Dataset/RAVDESS_Demo\Actor_06\03-01-05-01-01-02-06.wav
angry,Dataset/RAVDESS_Demo\Actor_06\03-01-05-01-02-01-06.wav
angry,Dataset/RAVDESS_Demo\Actor_06\03-01-05-01-02-02-06.wav
angry,Dataset/RAVDESS_Demo\Actor_06\03-01-05-02-01-01-06.wav
angry,Dataset/RAVDESS_Demo\Actor_06\03-01-05-02-01-02-06.wav
angry,Dataset/RAVDESS_Demo\Actor_06\03-01-05-02-02-01-06.wav
angry,Dataset/RAVDESS_Demo\Actor_06\03-01-05-02-02-02-06.wav
fear,Dataset/RAVDESS_Demo\Actor_06\03-01-06-01-01-01-06.wav
fear,Dataset/RAVDESS_Demo\Actor_06\03-01-06-01-01-02-06.wav
fear,Dataset/RAVDESS_Demo\Actor_06\03-01-06-01-02-01-06.wav
fear,Dataset/RAVDESS_Demo\Actor_06\03-01-06-01-02-02-06.wav
fear,Dataset/RAVDESS_Demo\Actor_06\03-01-06-02-01-01-06.wav
fear,Dataset/RAVDESS_Demo\Actor_06\03-01-06-02-01-02-06.wav
fear,Dataset/RAVDESS_Demo\Actor_06\03-01-06-02-02-01-06.wav
fear,Dataset/RAVDESS_Demo\Actor_06\03-01-06-02-02-02-06.wav
disgust,Dataset/RAVDESS_Demo\Actor_06\03-01-07-01-01-01-06.wav
disgust,Dataset/RAVDESS_Demo\Actor_06\03-01-07-01-01-02-06.wav
disgust,Dataset/RAVDESS_Demo\Actor_06\03-01-07-01-02-01-06.wav
disgust,Dataset/RAVDESS_Demo\Actor_06\03-01-07-01-02-02-06.wav
disgust,Dataset/RAVDESS_Demo\Actor_06\03-01-07-02-01-01-06.wav
disgust,Dataset/RAVDESS_Demo\Actor_06\03-01-07-02-01-02-06.wav
disgust,Dataset/RAVDESS_Demo\Actor_06\03-01-07-02-02-01-06.wav
disgust,Dataset/RAVDESS_Demo\Actor_06\03-01-07-02-02-02-06.wav
surprise,Dataset/RAVDESS_Demo\Actor_06\03-01-08-01-01-01-06.wav
surprise,Dataset/RAVDESS_Demo\Actor_06\03-01-08-01-01-02-06.wav
surprise,Dataset/RAVDESS_Demo\Actor_06\03-01-08-01-02-01-06.wav
surprise,Dataset/RAVDESS_Demo\Actor_06\03-01-08-01-02-02-06.wav
surprise,Dataset/RAVDESS_Demo\Actor_06\03-01-08-02-01-01-06.wav
surprise,Dataset/RAVDESS_Demo\Actor_06\03-01-08-02-01-02-06.wav
surprise,Dataset/RAVDESS_Demo\Actor_06\03-01-08-02-02-01-06.wav
surprise,Dataset/RAVDESS_Demo\Actor_06\03-01-08-02-02-02-06.wav
neutral,Dataset/RAVDESS_Demo\Actor_06\03-02-01-01-01-01-06.wav
neutral,Dataset/RAVDESS_Demo\Actor_06\03-02-01-01-01-02-06.wav
neutral,Dataset/RAVDESS_Demo\Actor_06\03-02-01-01-02-01-06.wav
neutral,Dataset/RAVDESS_Demo\Actor_06\03-02-01-01-02-02-06.wav
neutral,Dataset/RAVDESS_Demo\Actor_06\03-02-02-01-01-01-06.wav
neutral,Dataset/RAVDESS_Demo\Actor_06\03-02-02-01-01-02-06.wav
neutral,Dataset/RAVDESS_Demo\Actor_06\03-02-02-01-02-01-06.wav
neutral,Dataset/RAVDESS_Demo\Actor_06\03-02-02-01-02-02-06.wav
neutral,Dataset/RAVDESS_Demo\Actor_06\03-02-02-02-01-01-06.wav
neutral,Dataset/RAVDESS_Demo\Actor_06\03-02-02-02-01-02-06.wav
neutral,Dataset/RAVDESS_Demo\Actor_06\03-02-02-02-02-01-06.wav
neutral,Dataset/RAVDESS_Demo\Actor_06\03-02-02-02-02-02-06.wav
happy,Dataset/RAVDESS_Demo\Actor_06\03-02-03-01-01-01-06.wav
happy,Dataset/RAVDESS_Demo\Actor_06\03-02-03-01-01-02-06.wav
happy,Dataset/RAVDESS_Demo\Actor_06\03-02-03-01-02-01-06.wav
happy,Dataset/RAVDESS_Demo\Actor_06\03-02-03-01-02-02-06.wav
happy,Dataset/RAVDESS_Demo\Actor_06\03-02-03-02-01-01-06.wav
happy,Dataset/RAVDESS_Demo\Actor_06\03-02-03-02-01-02-06.wav
happy,Dataset/RAVDESS_Demo\Actor_06\03-02-03-02-02-01-06.wav
happy,Dataset/RAVDESS_Demo\Actor_06\03-02-03-02-02-02-06.wav
sad,Dataset/RAVDESS_Demo\Actor_06\03-02-04-01-01-01-06.wav
sad,Dataset/RAVDESS_Demo\Actor_06\03-02-04-01-01-02-06.wav
sad,Dataset/RAVDESS_Demo\Actor_06\03-02-04-01-02-01-06.wav
sad,Dataset/RAVDESS_Demo\Actor_06\03-02-04-01-02-02-06.wav
sad,Dataset/RAVDESS_Demo\Actor_06\03-02-04-02-01-01-06.wav
sad,Dataset/RAVDESS_Demo\Actor_06\03-02-04-02-01-02-06.wav
sad,Dataset/RAVDESS_Demo\Actor_06\03-02-04-02-02-01-06.wav
sad,Dataset/RAVDESS_Demo\Actor_06\03-02-04-02-02-02-06.wav
angry,Dataset/RAVDESS_Demo\Actor_06\03-02-05-01-01-01-06.wav
angry,Dataset/RAVDESS_Demo\Actor_06\03-02-05-01-01-02-06.wav
angry,Dataset/RAVDESS_Demo\Actor_06\03-02-05-01-02-01-06.wav
angry,Dataset/RAVDESS_Demo\Actor_06\03-02-05-01-02-02-06.wav
angry,Dataset/RAVDESS_Demo\Actor_06\03-02-05-02-01-01-06.wav
angry,Dataset/RAVDESS_Demo\Actor_06\03-02-05-02-01-02-06.wav
angry,Dataset/RAVDESS_Demo\Actor_06\03-02-05-02-02-01-06.wav
angry,Dataset/RAVDESS_Demo\Actor_06\03-02-05-02-02-02-06.wav
fear,Dataset/RAVDESS_Demo\Actor_06\03-02-06-01-01-01-06.wav
fear,Dataset/RAVDESS_Demo\Actor_06\03-02-06-01-01-02-06.wav
fear,Dataset/RAVDESS_Demo\Actor_06\03-02-06-01-02-01-06.wav
fear,Dataset/RAVDESS_Demo\Actor_06\03-02-06-01-02-02-06.wav
fear,Dataset/RAVDESS_Demo\Actor_06\03-02-06-02-01-01-06.wav
fear,Dataset/RAVDESS_Demo\Actor_06\03-02-06-02-01-02-06.wav
fear,Dataset/RAVDESS_Demo\Actor_06\03-02-06-02-02-01-06.wav
fear,Dataset/RAVDESS_Demo\Actor_06\03-02-06-02-02-02-06.wav
neutral,Dataset/RAVDESS_Demo\Actor_07\03-01-01-01-01-01-07.wav
neutral,Dataset/RAVDESS_Demo\Actor_07\03-01-01-01-01-02-07.wav
neutral,Dataset/RAVDESS_Demo\Actor_07\03-01-01-01-02-01-07.wav
neutral,Dataset/RAVDESS_Demo\Actor_07\03-01-01-01-02-02-07.wav
neutral,Dataset/RAVDESS_Demo\Actor_07\03-01-02-01-01-01-07.wav
neutral,Dataset/RAVDESS_Demo\Actor_07\03-01-02-01-01-02-07.wav
neutral,Dataset/RAVDESS_Demo\Actor_07\03-01-02-01-02-01-07.wav
neutral,Dataset/RAVDESS_Demo\Actor_07\03-01-02-01-02-02-07.wav
neutral,Dataset/RAVDESS_Demo\Actor_07\03-01-02-02-01-01-07.wav
neutral,Dataset/RAVDESS_Demo\Actor_07\03-01-02-02-01-02-07.wav
neutral,Dataset/RAVDESS_Demo\Actor_07\03-01-02-02-02-01-07.wav
neutral,Dataset/RAVDESS_Demo\Actor_07\03-01-02-02-02-02-07.wav
happy,Dataset/RAVDESS_Demo\Actor_07\03-01-03-01-01-01-07.wav
happy,Dataset/RAVDESS_Demo\Actor_07\03-01-03-01-01-02-07.wav
happy,Dataset/RAVDESS_Demo\Actor_07\03-01-03-01-02-01-07.wav
happy,Dataset/RAVDESS_Demo\Actor_07\03-01-03-01-02-02-07.wav
happy,Dataset/RAVDESS_Demo\Actor_07\03-01-03-02-01-01-07.wav
happy,Dataset/RAVDESS_Demo\Actor_07\03-01-03-02-01-02-07.wav
happy,Dataset/RAVDESS_Demo\Actor_07\03-01-03-02-02-01-07.wav
happy,Dataset/RAVDESS_Demo\Actor_07\03-01-03-02-02-02-07.wav
sad,Dataset/RAVDESS_Demo\Actor_07\03-01-04-01-01-01-07.wav
sad,Dataset/RAVDESS_Demo\Actor_07\03-01-04-01-01-02-07.wav
sad,Dataset/RAVDESS_Demo\Actor_07\03-01-04-01-02-01-07.wav
sad,Dataset/RAVDESS_Demo\Actor_07\03-01-04-01-02-02-07.wav
sad,Dataset/RAVDESS_Demo\Actor_07\03-01-04-02-01-01-07.wav
sad,Dataset/RAVDESS_Demo\Actor_07\03-01-04-02-01-02-07.wav
sad,Dataset/RAVDESS_Demo\Actor_07\03-01-04-02-02-01-07.wav
sad,Dataset/RAVDESS_Demo\Actor_07\03-01-04-02-02-02-07.wav
angry,Dataset/RAVDESS_Demo\Actor_07\03-01-05-01-01-01-07.wav
angry,Dataset/RAVDESS_Demo\Actor_07\03-01-05-01-01-02-07.wav
angry,Dataset/RAVDESS_Demo\Actor_07\03-01-05-01-02-01-07.wav
angry,Dataset/RAVDESS_Demo\Actor_07\03-01-05-01-02-02-07.wav
angry,Dataset/RAVDESS_Demo\Actor_07\03-01-05-02-01-01-07.wav
angry,Dataset/RAVDESS_Demo\Actor_07\03-01-05-02-01-02-07.wav
angry,Dataset/RAVDESS_Demo\Actor_07\03-01-05-02-02-01-07.wav
